author,affiliation
"almoammar, khalid a.",Pediatric Dental & Orthodontics Department
"albarakati, sahar faisal",Pediatric Dental & Orthodontics Department
"alsalme, a.",Chemistry Department
"al-zaqri, nabil",Chemistry Department
"ahmad, naushad",Chemistry Department
"nadeem, ahmed",Pharmacology & Toxicology Department
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"al-harbi, naif o.",Pharmacology & Toxicology Department
"alasmari, abullah f.",Pharmacology & Toxicology Department
"al-anazi, wael a.",Pharmacology & Toxicology Department
"alasmari, abdullah f.",Pharmacology & Toxicology Department
"al-harbi, mohammed m.",Pharmacology & Toxicology Department
"bakheet, saleh a.",Pharmacology & Toxicology Department
"attia, sabry m.",Pharmacology & Toxicology Department
"el-sherbeeny, ahmed m.",Industrial Engineering Department
"ibrahim, khalid e.",Zoology Department
"elsayed, e. a.",Zoology Department
"amr, m. a. e.",Pharmaceutical Chemistry Department
"elsayed, e. a.",Zoology Department
"ghafoor, kashif",Food Science & Nutrition Department
"al juhaimi, fahad",Food Science & Nutrition Department
"babiker, elfadil e.",Food Science & Nutrition Department
"almejrad, ali",Biomedical Technololgy Department
"almejrad, ali",Biomedical Technololgy Department
"razak, suhail",Community Health Science Department
"alwasel, saleh",Zoology Department
"bin jardan, yousef a.",Pharmaceutical Department
"alarifi, abdulaziz",Computer Science Department
"alwadain, ayed",Computer Science Department
"al ghamdi, malak",Pediatric Department
"al-qattan, mohammad m.",Surgery Department
"al-rasheid, khaled a. s.",Zoology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"arasu, mariadhas valan",Botany & Microbiology Department
"harrath, abdel halim",Zoology Department
"mansour, lamjed",Zoology Department
"alharbi, fahad a.",Botany & Microbiology Department
"alarfaj, abdullah a.",Botany & Microbiology Department
"elsayed, elsayed a.",Zoology Department
"abou-tarboush, faisal m.",Zoology Department
"alshaikh, m. a.",Animal Production Department
"aljumaah, r. s.",Animal Production Department
"ahmad, naushad",Chemistry Department
"ahamad, tansir",Chemistry Department
"shaik, althaf hussain",Lab Center
"mohammad, altaf",Lab Center
"elshikh, mohamed s.",Botany & Microbiology Department
"al farraj, d. a.",Botany & Microbiology Department
"mahmoud, a. h.",Zoology Department
"mahboob, shahid",Zoology Department
"ahmed, zubair",Zoology Department
"alsalhi, mohamad s.",Physics & Astronomy Department
"atif, m.",Physics & Astronomy Department
"devanesan, sandhanasamy",Physics & Astronomy Department
"farooq, w. a.",Physics & Astronomy Department
"alharbi, naiyf s.",Botany & Microbiology Department
"kadaikunnan, shine",Botany & Microbiology Department
"khaled, jamal m.",Botany & Microbiology Department
"almanaa, taghreed n.",Botany & Microbiology Department
"alanzi, khalid f.",Botany & Microbiology Department
"mahboob, shahid",Zoology Department
"alothman, zeid a.",Chemistry Department
"al qahtani, saad fahad",Chemistry Department
"wabaidur, saikh mohammad",Chemistry Department
"ghfar, ayman a.",Chemistry Department
"alqadami, ayoub a.",Chemistry Department
"khan, moonis ali",Chemistry Department
"siddiqui, masoom raza",Chemistry Department
"alothman, zeid a.",Chemistry Department
"alqasim, abdulaziz",Clinical Lab Science Department
"almutairi, naif",Clinical Lab Science Department
"arshad, mohammed",Clinical Lab Science Department
"alyousef, abdullah a.",Clinical Lab Science Department
"harrath, abdel halim",Zoology Department
"mansour, lamjed",Zoology Department
"abutaha, nael",Zoology Department
"nasr, fahd a.",Zoology Department
"mansour, lamjed",Zoology Department
"harrath, abdel halim",Zoology Department
"nehdi, imededdine arbi",Chemistry Department
"al-maary, khalid s.",Botany & Microbiology Department
"bahkali, needa a.",Botany & Microbiology Department
"alarfaj, abdullah a.",Botany & Microbiology Department
"ameen, fuad",Botany & Microbiology Department
"alnadhari, saleh",Plant Protection Department
"alothman, zeid a.",Chemistry Department
"wabaidur, saikh mohammad",Chemistry Department
"arasu, mariadhas valan",Botany & Microbiology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"al farraj, dunia a.",Botany & Microbiology Department
"elshikh, mohamed soliman",Botany & Microbiology Department
"al khulaifi, manal mohammed",Botany & Microbiology Department
"alkufeidy, roua m.",Botany & Microbiology Department
"mahmoud, ahmed hossam",Zoology Department
"al farraj, dunia",Botany & Microbiology Department
"elshikh, mohamed soliman",Botany & Microbiology Department
"mahmoud, ahmed hossam",Zoology Department
"mansour, lamjed",Zoology Department
"abutaha, nael",Zoology Department
"harrath, a. h.",Zoology Department
"al-tamimi, jameel",Zoology Department
"almanaa, taghreed n.",Botany & Microbiology Department
"alharbi, naiyf s.",Botany & Microbiology Department
"kadaikunnan, shine",Botany & Microbiology Department
"khaled, jamal m.",Botany & Microbiology Department
"mahmoud, ahmed hossam",Zoology Department
"mahmoud, ahmed hossam",Zoology Department
"mahmoud, ahmed hossam",Zoology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"esmail, galal ali",Botany & Microbiology Department
"ghilan, abdul-kareem mohammed",Botany & Microbiology Department
"arasu, mariadhas valan",Botany & Microbiology Department
"duraipandiyan, veeramuthu",Botany & Microbiology Department
"alammari, ahmad moid",Chemistry Department
"khan, mohammad rizwan",Chemistry Department
"aqel, ahmad",Chemistry Department
"mahboob, shahid",Zoology Department
"al-ghanim, k. a.",Zoology Department
"al-misned, fahad a.",Zoology Department
"ahmed, zubair",Zoology Department
nurmansyah,Plant Production Department
"alghamdi, salem s.",Plant Production Department
"migdadi, hussein m.",Plant Production Department
"mahmoud, ahmed hossam",Zoology Department
"abul farah, mohammad",Zoology Department
"rady, ahmed",Zoology Department
"alanazi, khalid mashai",Zoology Department
"mohammed, osama",Zoology Department
"amor, n. m.",Zoology Department
"alarjani, khaloud m.",Botany & Microbiology Department
"marraiki, najat",Botany & Microbiology Department
"elgorban, abdallah m.",Botany & Microbiology Department
"al-rashed, sarah",Botany & Microbiology Department
"yassin, mohamed taha",Botany & Microbiology Department
"elgorban, abdallah m.",Excellence Biotechnology Research Center
"arasu, mariadhas valan",Botany & Microbiology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"wabaidur, saikh mohammad",Chemistry Department
"al-kahtani, abdullah a.",Chemistry Department
"alqadami, ayoub a.",Chemistry Department
"ahmad, naushad",Chemistry Department
"alaqeel, samer m.",Dental Health Department
"alduraywish, shatha a.",Dept Family & Community Med
"alduraywish, shatha a.",Prince Sattam Bin Abdulaziz Research Chair Epidemiology &
"aldakheel, fahad m.",Prince Sattam Bin Abdulaziz Research Chair Epidemiology &
"alsuwaida, feras a.",Internal Medical Department
"aldakheel, fahad m.",Clinical Lab Science Department
"al-rakhami, mabrook",Information Systems Department
"alsahli, mohammed",Information Systems Department
"gumaei, abdu",Computer Science Department
"tolba, amr",Computer Science Department
"al-makhadmeh, zafer",Computer Science Department
"el komy, mahmoud h.",Plant Protection Department
"al-sarar, ali s.",Plant Protection Department
"ahohakr, yasser",Plant Protection Department
"abutaha, nael",Zoology Department
"al-mekhlafi, fahd a.",Zoology Department
"khan, muhammad farooq",Zoology Department
"al-zaqri, nabil",Chemistry Department
"alsalme, a.",Chemistry Department
"reginster, jean-yves",Biochemistry Department
"arafah, maria a.",Pathology Department
"albarrag, ahmed m.",Pathology Department
"barry, mazin",Infectious Disease Division
"al mogren, m. mogren",Chemistry Department
"al-omrani, abdullah h.",Pharmaceutical Department
"alhabardi, samiah",Pharmaceutical Department
"attia, mohamed, i",Pharmaceutical Department
"alquadeib, bushra t.",Pharmaceutical Department
"alshamsan, aws",King Abdullah Institute Nanotechnology
"aljasser, rakia",Obstet & Gynecology Department
"al-kahtany, khaled m.",Seismic Studies Center
"ponmurugan, k.",Botany & Microbiology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"alharbi, naiyf s.",Botany & Microbiology Department
"kadaikunnan, shine",Botany & Microbiology Department
"khaled, jamal m.",Botany & Microbiology Department
"almanaa, taghreed n.",Botany & Microbiology Department
"sokmen, munevver",Zoology Department
"sohaib, muhammad",Soil Science Department
"al-barakah, fahad n.",Soil Science Department
"rajakrishnan, r.",Botany & Microbiology Department
"alfarhan, ahmed h.",Botany & Microbiology Department
"abdel-warith, abdel-wahab a.",Zoology Department
"younis, el-sayed m., i",Zoology Department
"al-asgah, nasser a.",Zoology Department
"rady, ahmed",Zoology Department
"al alsheikh, hana",Prosthetic Dental Science Department
"alzain, sahar",Prosthetic Dental Science Department
"shaik, jilani",Biochemistry Department
"parine, narasimha reddy",Biochemistry Department
"warsy, arjumand",Science & Medical Studies Girls Center
"warsy, arjumand",Science & Medical Studies Girls Center
"al-qahtni, abdulmani h.",Zoology Department
"al-khalifa, mohammed s.",Zoology Department
"abiodun, oyesiji a.",Biochemistry Department
"ola, mohammad shamsul",Biochemistry Department
"al farraj, d. a.",Botany & Microbiology Department
"elshikh, mohamed s.",Botany & Microbiology Department
"elsayed, elsayed a.",Zoology Department
"alshammari, ghedeir m.",Food Science & Nutrition Department
"yahya, mohammed a.",Food Science & Nutrition Department
"alfaris, munirah a.",Community Health Science Department
"alsayed, mashail fahd s.",Botany & Microbiology Department
"hashem, abeer",Botany & Microbiology Department
"al-hazzani, amal a.",Botany & Microbiology Department
"abd allah, elsayed fathi",Plant Production Department
"batais, mohammed a.",Dept Family & Community Med
"mahboob, shahid",Zoology Department
"salmen, saleh h.",Botany & Microbiology Department
"chinnathambi, arunachalam",Botany & Microbiology Department
"alharbi, sulaiman a.",Botany & Microbiology Department
"moussa, ihab m.",Botany & Microbiology Department
"mubarak, ayman s.",Botany & Microbiology Department
"al-maary, khalid s.",Botany & Microbiology Department
"alhaaji, jwaher haji",Health Science Department
"altebainawi, ali f.",Medication Safety Research Chair
"alyahya, khaleel i.",Anat Department
"salih, mustafa a.",Pediatric Department
"hamad, muddathir h. a.",Pediatric Department
"saadeldin, islam m.",Animal Production Department
"swelum, ayman abdel-aziz",Animal Production Department
"al-owaimer, abdullah",Animal Production Department
"elsafadi, mona",Anat Department
"mahmood, amer",Anat Department
"alfayez, musaad",Anat Department
"alfayez, musaad",Saudi Soc Camel Research
"muhammad, ghulam",Computer Engineering Department
"hossain, m. shamim",Software Engineering Department
"bukhari, ishfaq ali",Pharmacology Department
"assiri, asaad mohamed",Pediatric Department
"aljabri, badr",Surgery Department
"al-omran, m.",Surgery Department
"zeried, ferial m.",Optometry & Vis Science Department
"alnehmi, doa'a a.",Optometry & Vis Science Department
"alajmi, reem",Zoology Department
"al-ghamdi, sumaiah",Zoology Department
"barakat, ibrahim",Zoology Department
"abdel-gaber, rewaida",Zoology Department
"mahmoud, amany z.",Pharmaceutical Department
"ansari, mushtaq a.",Pharmacology & Toxicology Department
"bakheet, saleh a.",Pharmacology & Toxicology Department
"khan, mohammad r.",Pharmacology & Toxicology Department
"attia, sabry m.",Pharmacology & Toxicology Department
"ahmad, sheikh f.",Pharmacology & Toxicology Department
"al-ayadhi, laila y.",Autism Research & Treatment Center
"ternsah, moharnad-hani",Pediatric Department
"alhotan, abdulaziz",Dental Health Department
"alshabib, abdulrahman",Researchtorat Dental Science Department
"el-toni, ahmed mohamed",King Abdullah Institute Nanotechnology
"khan, aslam",King Abdullah Institute Nanotechnology
"ahmed, mukhtar",Lab Center
"ahmed, mukhtar",Zoology Department
"shakir, imran",Sustainable Energy Technology Center
"khan, salah ud-din",Sustainable Energy Technololgy Center
"almutairi, zeyad",Sustainable Energy Technololgy Center
"almutairi, zeyad ammar",Mechanical Engineering Department
"almutairi, zeyad ammar",King Abdullah Institute Nanotechnology
"alshagroud, rana s.",Oral Medical & Diagnostic Science Department
"divakar, darshan devang",Dental Health Department
"ramay, shahid m.",Physics & Astronomy Department
"siddiqui, manzer h.",Botany & Microbiology Department
"al-huqail, asma a.",Botany & Microbiology Department
"ali, hayssam mohamed",Botany & Microbiology Department
"khan, faheema",Botany & Microbiology Department
"sulieman, magboul m.",Soil Science Department
"sallam, abdelazeem sh",Soil Science Department
"al-farraj, abdullah s.",Soil Science Department
"al otibi, fatimah",Botany Department
"rizwana, humaira",Botany Department
"alharbi, raedah ibrahim",Botany Department
"alshaikh, najla",Botany Department
"al-basher, ghada",Zoology Department
"alqahtani, salman a.",Computer Engineering Department
"seikh, asiful h.",Excellence Research Engineering Material Center
"alharthi, nabeel",Mechanical Engineering Department
"moustafa, sayed s. r.",Geology & Geophysics Department
