paper,title,author,affiliation,cite,year
118,Graphitic Carbon Nitride Impregnated Niobium oxide (g-C3N4/Nb2O5) Type (II) Heterojunctions and its Synergetic Solar-Driven Hydrogen Generation,"Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,14,2019
121,Fabrication of photoactive CaTiO3-TiO2 composite thin film electrodes via facile single step aerosol assisted chemical vapor deposition route,"Ehsan, Muhammad Ali",Nanotechnology Research Excellence Center,4,2019
121,Fabrication of photoactive CaTiO3-TiO2 composite thin film electrodes via facile single step aerosol assisted chemical vapor deposition route,Abbas Hakeem,Nanotechnology Research Excellence Center,4,2019
122,Shape-dependent activity of anisotropic Ag nanostructures supported on TiO2 for the photoelectrocatalytic water oxidation,"Khan, Abuzar",Nanotechnology Research Excellence Center,0,2019
122,Shape-dependent activity of anisotropic Ag nanostructures supported on TiO2 for the photoelectrocatalytic water oxidation,"Ahmed, Muhammad I.",Nanotechnology Research Excellence Center,0,2019
122,Shape-dependent activity of anisotropic Ag nanostructures supported on TiO2 for the photoelectrocatalytic water oxidation,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,0,2019
122,Shape-dependent activity of anisotropic Ag nanostructures supported on TiO2 for the photoelectrocatalytic water oxidation,"Qamar, Mohammad",Nanotechnology Research Excellence Center,0,2019
132,Modified Lanthanum-Zeolite for Sensitive Electrochemical Detection of Heavy Metal Ions,"Ismail, A.",Nanotechnology Research Excellence Center,3,2019
132,Modified Lanthanum-Zeolite for Sensitive Electrochemical Detection of Heavy Metal Ions,"Muraza, Oki",Nanotechnology Research Excellence Center,3,2019
132,Modified Lanthanum-Zeolite for Sensitive Electrochemical Detection of Heavy Metal Ions,"Sanhoob, M.",Nanotechnology Research Excellence Center,3,2019
132,Modified Lanthanum-Zeolite for Sensitive Electrochemical Detection of Heavy Metal Ions,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,3,2019
132,Modified Lanthanum-Zeolite for Sensitive Electrochemical Detection of Heavy Metal Ions,"Al-Betar, Abdul-Rahman F.",Nanotechnology Research Excellence Center,3,2019
137,Activated jute carbon paste screen-printed FTO electrodes for nonenzymatic amperometric determination of nitrite,"Shah, Syed Shaheen",Nanotechnology Research Excellence Center,10,2019
137,Activated jute carbon paste screen-printed FTO electrodes for nonenzymatic amperometric determination of nitrite,"Qasem, Mohammed Ameen Ahmed",Nanotechnology Research Excellence Center,10,2019
137,Activated jute carbon paste screen-printed FTO electrodes for nonenzymatic amperometric determination of nitrite,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,10,2019
167,Fabrication of cost effective and efficient dye sensitized solar cells with WO3-TiO2 nanocomposites as photoanode and MWCNT as Pt-free counter electrode,"Younas, Muhammad",Nanotechnology Research Excellence Center,18,2019
167,Fabrication of cost effective and efficient dye sensitized solar cells with WO3-TiO2 nanocomposites as photoanode and MWCNT as Pt-free counter electrode,"Gondal, M. A.",Nanotechnology Research Excellence Center,18,2019
167,Fabrication of cost effective and efficient dye sensitized solar cells with WO3-TiO2 nanocomposites as photoanode and MWCNT as Pt-free counter electrode,"Dastageer, Mohamed A.",Nanotechnology Research Excellence Center,18,2019
175,Choreographing boron-aluminum acidity and hierarchical porosity in (star)BEA zeolite by in-situ hydrothermal synthesis for a highly selective methanol to propylene catalyst,"Ahmed, Mohamed H. M.",Nanotechnology Research Excellence Center,7,2019
175,Choreographing boron-aluminum acidity and hierarchical porosity in (star)BEA zeolite by in-situ hydrothermal synthesis for a highly selective methanol to propylene catalyst,"Muraza, Oki",Nanotechnology Research Excellence Center,7,2019
175,Choreographing boron-aluminum acidity and hierarchical porosity in (star)BEA zeolite by in-situ hydrothermal synthesis for a highly selective methanol to propylene catalyst,"Galadima, Ahmad",Nanotechnology Research Excellence Center,7,2019
175,Choreographing boron-aluminum acidity and hierarchical porosity in (star)BEA zeolite by in-situ hydrothermal synthesis for a highly selective methanol to propylene catalyst,"Yamani, Zain H.",Nanotechnology Research Excellence Center,7,2019
508,Catalytic Performance of NiMoS Supported on (Zr)SBA-15 for Hydrodesulfurization of Diesel: Insight into a One-Step Calcination and Reduction Strategy during Sulfidation,"Ganiyu, Saheed A.",Nanotechnology Research Excellence Center,3,2019
527,A correlative study amongst overlay nanostructure and emanating corrosion behavior of pulse-electroplated nanocrystalline zinc on carbon steel,Abbas Hakeem,Nanotechnology Research Excellence Center,1,2019
543,Catalytic synthesis of high aspect ratio Al2O3 impregnated carbon nanotubes used to improve thermophysical properties of nanofluids with a case study on an industrial gasoline-water heat exchanger,"Malaibari, Zuhair",Nanotechnology Research Excellence Center,0,2019
544,Design and development of thermally conductive hybrid nano-composites in polysulfone matrix,"Akhtar, S. S.",Nanotechnology Research Excellence Center,3,2019
544,Design and development of thermally conductive hybrid nano-composites in polysulfone matrix,Abbas Hakeem,Nanotechnology Research Excellence Center,3,2019
548,"Synthesis, application and kinetic modeling of CeOx-Si-CoMo catalysts for the hydrodesulfurization of dibenzothiophene","Ganiyu, Saheed A.",Nanotechnology Research Excellence Center,3,2019
570,Facile synthesis of ultrathin interconnected carbon nanosheets as a robust support for small and uniformly-dispersed iron phosphide for the hydrogen evolution reaction,"Suliman, Munzir H.",Nanotechnology Research Excellence Center,25,2019
570,Facile synthesis of ultrathin interconnected carbon nanosheets as a robust support for small and uniformly-dispersed iron phosphide for the hydrogen evolution reaction,"Adam, Alaaldin",Nanotechnology Research Excellence Center,25,2019
570,Facile synthesis of ultrathin interconnected carbon nanosheets as a robust support for small and uniformly-dispersed iron phosphide for the hydrogen evolution reaction,"Yamani, Zain H.",Nanotechnology Research Excellence Center,25,2019
570,Facile synthesis of ultrathin interconnected carbon nanosheets as a robust support for small and uniformly-dispersed iron phosphide for the hydrogen evolution reaction,"Qamar, Mohammad",Nanotechnology Research Excellence Center,25,2019
576,Gasification performance of Spirulina microalgae - A thermodynamic study with tar formation,"Hossain, Mohammad M.",Nanotechnology Research Excellence Center,6,2019
580,Transparent conducting oxides and their performance as substrates for counter electrodes of dye-sensitized solar cells,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,4,2019
602,The impact of microstructural features of carbon supports on the electrocatalytic hydrogen evolution reaction,"Suliman, Munzir H.",Nanotechnology Research Excellence Center,5,2019
602,The impact of microstructural features of carbon supports on the electrocatalytic hydrogen evolution reaction,"Adam, Alaaldin",Nanotechnology Research Excellence Center,5,2019
602,The impact of microstructural features of carbon supports on the electrocatalytic hydrogen evolution reaction,"Yamani, Zain H.",Nanotechnology Research Excellence Center,5,2019
602,The impact of microstructural features of carbon supports on the electrocatalytic hydrogen evolution reaction,"Qamar, Mohammad",Nanotechnology Research Excellence Center,5,2019
604,Tribological Characterization of Micron-/Nano-Sized WC-9%Co Cemented Carbides Prepared by Spark Plasma Sintering at Elevated Temperatures,"Laoui, Tahar",Nanotechnology Research Excellence Center,2,2019
604,Tribological Characterization of Micron-/Nano-Sized WC-9%Co Cemented Carbides Prepared by Spark Plasma Sintering at Elevated Temperatures,Abbas Hakeem,Nanotechnology Research Excellence Center,2,2019
608,Au/Ga2O3/ZnO heterostructure nanorods arrays for effective photoelectrochemical water splitting,"Abdalla, Amr",Nanotechnology Research Excellence Center,12,2019
608,Au/Ga2O3/ZnO heterostructure nanorods arrays for effective photoelectrochemical water splitting,"Khan, Ibrahim",Nanotechnology Research Excellence Center,12,2019
608,Au/Ga2O3/ZnO heterostructure nanorods arrays for effective photoelectrochemical water splitting,"Sohail, Manzar",Nanotechnology Research Excellence Center,12,2019
608,Au/Ga2O3/ZnO heterostructure nanorods arrays for effective photoelectrochemical water splitting,"Qurashi, Ahsanulhaq",Nanotechnology Research Excellence Center,12,2019
627,Fabrication of Nanostructured Pd Thin Films Using Aerosol-Assisted Chemical Vapor Deposition for the Nonenzymatic Electrochemical Detection of H2O2,"Ehsan, Muhammad Ali",Nanotechnology Research Excellence Center,8,2019
627,Fabrication of Nanostructured Pd Thin Films Using Aerosol-Assisted Chemical Vapor Deposition for the Nonenzymatic Electrochemical Detection of H2O2,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,8,2019
685,"Effect of annealing on phase formation, microstructure and magnetic properties of MgFe2O4 nanoparticles for hyperthermia","Ali, Shaikh A.",Nanotechnology Research Excellence Center,5,2019
693,Effect of Co(NO3)(2)center dot 6H(2)O thermal decomposition temperature on the nano-Co3O4 product morphology and electrocatalysis of water oxidation,"Qasem, Mohammed Ameen Ahmed",Nanotechnology Research Excellence Center,3,2019
693,Effect of Co(NO3)(2)center dot 6H(2)O thermal decomposition temperature on the nano-Co3O4 product morphology and electrocatalysis of water oxidation,"Khan, Abuzar",Nanotechnology Research Excellence Center,3,2019
693,Effect of Co(NO3)(2)center dot 6H(2)O thermal decomposition temperature on the nano-Co3O4 product morphology and electrocatalysis of water oxidation,"Helal, Aasif",Nanotechnology Research Excellence Center,3,2019
693,Effect of Co(NO3)(2)center dot 6H(2)O thermal decomposition temperature on the nano-Co3O4 product morphology and electrocatalysis of water oxidation,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,3,2019
713,"4-phenyl-1,2,3-triazole functionalized mesoporous silica SBA-15 as sorbent in an efficient stir bar-supported micro-solid-phase extraction strategy for highly to moderately polar phenols","Ganiyu, Saheed A.",Nanotechnology Research Excellence Center,8,2019
735,Photooxidative degradation of graphene-reinforced high-density polyethylene nanocomposites,"Al-Harthi, M. A.",Nanotechnology Research Excellence Center,6,2019
737,An Ultrasensitive and Selective Metal-Organic Framework Chemosensor for Palladium Detection in Water,"Helal, Aasif",Nanotechnology Research Excellence Center,14,2019
737,An Ultrasensitive and Selective Metal-Organic Framework Chemosensor for Palladium Detection in Water,"Nguyen, Ha L.",Nanotechnology Research Excellence Center,14,2019
737,An Ultrasensitive and Selective Metal-Organic Framework Chemosensor for Palladium Detection in Water,"Cordova, Kyle E.",Nanotechnology Research Excellence Center,14,2019
737,An Ultrasensitive and Selective Metal-Organic Framework Chemosensor for Palladium Detection in Water,"Yamani, Zain H.",Nanotechnology Research Excellence Center,14,2019
740,"Porous tal palm carbon nanosheets: preparation, characterization and application for the simultaneous determination of dopamine and uric acid","Shah, Syed Shaheen",Nanotechnology Research Excellence Center,15,2019
740,"Porous tal palm carbon nanosheets: preparation, characterization and application for the simultaneous determination of dopamine and uric acid","Qasem, Mohammed Ameen Ahmed",Nanotechnology Research Excellence Center,15,2019
740,"Porous tal palm carbon nanosheets: preparation, characterization and application for the simultaneous determination of dopamine and uric acid","Aziz, Md Abdul",Nanotechnology Research Excellence Center,15,2019
752,Synthesis of phosphate-modified zeolite as a modifier in carbon paste electrode for nitrite electrochemical detection,"Idris, Adamu",Nanotechnology Research Excellence Center,2,2019
752,Synthesis of phosphate-modified zeolite as a modifier in carbon paste electrode for nitrite electrochemical detection,"Muraza, Oki",Nanotechnology Research Excellence Center,2,2019
752,Synthesis of phosphate-modified zeolite as a modifier in carbon paste electrode for nitrite electrochemical detection,"Sanhoob, M.",Nanotechnology Research Excellence Center,2,2019
752,Synthesis of phosphate-modified zeolite as a modifier in carbon paste electrode for nitrite electrochemical detection,"Aziz, Md Abdul",Nanotechnology Research Excellence Center,2,2019
752,Synthesis of phosphate-modified zeolite as a modifier in carbon paste electrode for nitrite electrochemical detection,"Al-Betar, Abdul-Rahman F.",Nanotechnology Research Excellence Center,2,2019
811,Enhanced Visible Light Photocatalytic Performance of G-C3N4 Photocatalysts Co-Doped with Gold and Sulfur for Degradation of Persistent Pollutant (Rhodamine B),"Gondal, M. A.",Nanotechnology Research Excellence Center,7,2019
821,Fabrication and characterization of nanostructured MgO center dot Fe2O3 composite by mechanical milling as efficient adsorbent of heavy metals,"Ali, Shaikh A.",Nanotechnology Research Excellence Center,6,2019
827,"Facile fabrication of superhydrophobic, superoleophilic photocatalytic membrane for efficient oil-water separation and removal of hazardous organic pollutants","Gondal, M. A.",Nanotechnology Research Excellence Center,36,2019
828,"Synthesis, X-ray structure and in vitro cytotoxicity of trans-diammineplatinum(II) complexes of selenones, trans-[Pt(NH3)(2)(selenone)(2)](NO3)(2)","Altaf, Muhammad",Nanotechnology Research Excellence Center,1,2019
828,"Synthesis, X-ray structure and in vitro cytotoxicity of trans-diammineplatinum(II) complexes of selenones, trans-[Pt(NH3)(2)(selenone)(2)](NO3)(2)","Sohail, Manzar",Nanotechnology Research Excellence Center,1,2019
