paper,title,author,affiliation,cite,year,collabs
13322,"Crystal structure of 2,3-dimethoxy-N-(4-nitrophenyl)benzamide","almarhoon, zainab",Chemistry Department,5,2018,0
13323,"Molecular characterization of Criniviruess involved in the etiology of cucumber yellowing disease in Riyadh region, Saudi Arabia","shakeel, m. t.",Plant Protection Department,2,2018,0
13324,Establishing the botanical identity of plant drugs based on their active ingredients under diverse growth conditions,"aref, i. m.",Plant Production Department,6,2018,0
13326,"Half-Metallic Ferrimagnetic Characteristics of Co(2)YZ (Z = P, As, Sb, and Bi) New Full-Heusler Alloys: a DFT Study","bin omran, s.",Physics & Astronomy Department,20,2018,0
13328,Radiology of Implant Dentistry,"al-ekrish, asmaa a.",Oral Medical & Diagnostic Science Department,3,2018,0
13329,Message from the Editor,"al-kahtani, ahmed m. a.",Researchtorat Dental Science Department,0,2018,0
13330,The use of mouthwash containing essential oils (LISTERINE (R)) to improve oral health: A systematic review,"alshehri, fahad ali",Periodontics & Community Dental Department,6,2018,0
13331,Accomplishments and challenges in tobacco control endeavors - Report from the Gulf Cooperation Council countries,"awan, kamran habib",Oral Medical & Diagnostic Science Department,4,2018,0
13332,"Analyzing private dental clinics in Riyadh City, Saudi Arabia","alsalleeh, fahd",Researchtorat Dental Science Department,0,2018,0
13333,Correlation between skeletal maturation and developmental stages of canines and third molars among Saudi subjects,"al-balbeesi, hana o.",Pediatric Dental & Orthodontics Department,3,2018,1
13335,Whole exome sequencing identified a novel single base pair insertion mutation in the EYS gene in a six generation family with retinitis pigmentosa,"mahmood, amer",Anat Department,9,2018,0
13337,A ntibacterial activity of trimetal (CuZnFe) oxide nanoparticles,"alzahrani, khalid e.",Physics & Astronomy Department,9,2018,4
13340,Trace Element Determination and Cardioprotection of Terminalia pallida Fruit Ethanolic Extract in Isoproterenol Induced Myocardial Infarcted Rats by ICP-MS,"hussain, shaik althaf",Zoology Department,4,2018,0
13342,"Investigating hydrochemistry and the groundwater quality to Tabuk, Jauf and Hail Regions, Saudi Arabia from the prospects of its suitability for agricultural, using Descriptive statistics","al-arifi, nassir s. n.",Geology & Geophysics Department,1,2018,0
13344,Adaptive Per-spatial Stream Power Allocation Algorithms for Single-User MIMO-OFDM Systems,"alshebeili, s.",Electrical Engineering Department,1,2018,0
13346,A comparative study of the bone contact to zirconium and titanium implants after 8 weeks of implantation in rabbit femoral condyles,"alfarraj, abdullah aldosari",Prosthetic Dental Science Department,5,2018,1
13347,"A comparative study of the bone contact to zirconium and titanium implants after 8 weeks of implantation in rabbit femoral condyles (vol 106, pg 37, 2017)","alfarraj, abdullah aldosari",Prosthetic Dental Science Department,1,2018,1
13348,Magnetic and magneto-optical properties of films of multiferroic GdMnO3 grown on LSAT [(LaAlO3)(0.3) (Sr2AlTaO6)(0.7)] (100) and (111),"alqahtani, mohammed",Physics & Astronomy Department,6,2018,0
13349,"Authentication Protocols for Implantable Medical Devices Taxonomy, analysis, and future directions","khan, muhammad khurram",Excellence Information Assurance Center,11,2018,0
13350,Enzymolysis reaction kinetics and thermodynamics of rapeseed protein with sequential dual-frequency ultrasound pretreatment,"hayat, khizar",Food Science & Nutrition Department,3,2018,0
13352,Depression among Sickle Cell Anemia Patients in the Eastern Province of Saudi Arabia,"gosadi, i.",Dept Family & Community Med,4,2018,0
13353,"Frequency of root canal treatment among patients attending a teaching dental hospital in Dammam, Saudi Arabia (vol 5, pg 145, 2017)","arrejaie, aws s.",Prosthetic Dental Science Department,0,2018,0
13354,New Technique for Optimal Capacitor Placement and Sizing in Radial Distribution Systems,"al-ammar, essam a.",Electrical Engineering Department,1,2018,0
13355,Coherent Free-space/Fiber L-band Optical Communication using Self-Injection Locked InAs/InP Quantum-dash Laser,"alshebeili, s.",Electrical Engineering Department,0,2018,0
13357,Evidencing of the capacitive effects on the development of creeping discharges at solid/fluid interfaces,"khaled, u.",Electrical Engineering Department,0,2018,0
13359,Analyzing Vowel Triangles in Spoken Arabic Dialects,"aloqayli, fatimah mohammed",Computer Engineering Department,0,2018,0
13360,More Accurate Modeling of Core Loss in Self-Excited Reluctance Generator,"al-senaidi, saleh h.",Electrical Engineering Department,0,2018,0
13361,Mobile Augmented Reality Adaptation through Smartphone Device Based Hybrid Tracking to Support Cultural Heritage Experience,"bousbahi, fatiha",Information Technololgy Department,0,2018,0
13362,Effects of dietary supplements on selected hematological and biochemical parameters of Pakistani athletes,"alam, iftikhar",Community Health Science Department,1,2018,0
13363,Assessing the Effectiveness of an Augmented Reality Application for the Literacy Development of Arabic Children with Hearing Impairments,"al-megren, shiroq",Information Technololgy Department,1,2018,0
13365,An efficient phosphorus scavenging from aqueous solution using magnesiothermally modified bio-calcite,"ahmad, munir",Soil Science Department,25,2018,1
13367,Mechanical properties of Hybrid steel/PVA fiber reinforced high strength concrete,"khan, m. iqbal",Civil Engineering Department,0,2018,0
13368,Effect of Hybridization of steel fibers on the mechanical properties of high strength concrete,"khan, m. iqbal",Civil Engineering Department,0,2018,0
13369,Performance of Strain hardening cementitious composite as strengthening and protective overlay in flexural members,"sial, sardar umer",Civil Engineering Department,1,2018,0
13370,Effect of Environment and Genotype on the Protein Quality Attributes and Baking Characteristic of Newly Developed Wheat Inbred Lines,"ahmed, isam a. mohamed",Food Science & Nutrition Department,0,2018,0
13371,Unusual Multiple Brain Abscesses Caused by Aeromonas hydrophila in a Preterm Neonate: Case Report,"bukhari, elham essa",Pediatric Department,0,2018,0
13374,"Simulation and Analysis of Uncooled Microbolometer for Serial Readout Architecture (vol 2016, 9751056, 2016)","alhussein, musaed",Computer Engineering Department,0,2018,0
13376,A finite element investigation of the flow of a Newtonian fluid in dilating and squeezing porous channel under the influence of nonlinear thermal radiation,"bin-mohsin, bandar",Mathematics Department,16,2018,0
13377,Energy-aware Scheme for Animal Recognition in Wireless Acoustic Sensor Networks,"algobail, afnan",Computer Science Department,1,2018,0
13378,Target Recognition Approach for Efficient Sensing in Wireless Multimedia Sensor Networks,"alsabhan, manal",Computer Science Department,0,2018,0
13379,"ASSESSMENT OF KNOWLEDGE, ATTITUDE AND PRACTICE TOWARDS CONSANGUINEOUS MARRIAGES AMONG A COHORT OF MULTIETHNIC HEALTH CARE PROVIDERS IN SAUDI ARABIA","alnaqeb, dhekra",University Diabetes Center,5,2018,0
13380,Structural Study on Nano-crystals of Spinel Mg-x-Zn1-X-Fe2O4 Ferrite with and without Calcination,"khan, y.",Electrical Engineering Department,1,2018,0
13381,From waste to high-value product: Jackfruit peel derived pectin/apatite bionanocomposites for bone healing applications,"hatamleh, ashraf a.",Botany & Microbiology Department,8,2018,0
13382,Bactericidal and fungistatic activity of peptide derived from GH18 domain of prawn chitinase 3 and its immunological functions during biological stress,"arasu, mariadhas valan",Botany & Microbiology Department,14,2018,0
13383,"Molecular cloning, structural modeling and production of recombinant Aspergillus terreus L. asparaginase in Escherichia coli","ataya, farid s.",Biochemistry Department,13,2018,0
13384,"Systematic study of elastic, electronic, optical and thermoelectric properties of cubic BiBO3 and BiAlO3 compounds at different pressure by using ab-initio calculations","laref, a.",Physics & Astronomy Department,19,2018,0
13385,THE CONVENTIONAL TUNING FORK AS A QUANTITATIVE TOOL FOR VIBRATION THRESHOLD,"alanazy, mohammed h.",Neuroophthalmology Division,5,2018,0
13386,"Enantio-selective molecular dynamics of (+/-)-o,p-DDT uptake and degradation in water-sediment system","alothman, zeid a.",Chemistry Department,7,2018,0
13388,"Ibuprofen grafted on poly(2-hydroxyethylmethacrylate): Synthesis, mass transfer, and in vitro drug release investigations","al-odayni, abdel-basit",Chemistry Department,1,2018,0
13389,Prediction of wind drift and evaporation losses from sprinkler irrigation using neural network and multiple regression techniques,"al-ghobari, hussein",Agricultural Engineering Department,11,2018,0
13391,Rasch validation of the Arabic version of the lower extremity functional scale,"alnahdi, ali h.",Rehabilitation Science Department,6,2018,0
13392,Stratified LMN-convergence tower groups and their stratified LMN-uniform convergence tower structures,"ahsanullah, t. m. g.",Mathematics Department,4,2018,0
13393,High-pressure phase transition and thermodynamic properties from first-principles calculations: Application to cubic copper iodide,"bin-omran, s.",Physics & Astronomy Department,6,2018,0
13394,Fabrication and preliminary study of a biomimetic tri-layer tubular graft based on fibers and fiber yarns for vascular tissue engineering,"el-hamshary, hany",Chemistry Department,32,2018,0
13395,Functional genomics assessment of narcotic and specific acting chemical pollutants using E. coli,"saquib, quaiser",Zoology Department,3,2018,0
13396,"Effect of dietary zinc-methionine supplementation on growth performance, nutrient utilization, antioxidative properties and immune response in broiler chickens under high ambient temperature","abudabos, alaeldein m.",Animal Production Department,19,2018,0
13397,Novel nano-conjugate materials for effective arsenic(V) and phosphate capturing in aqueous media,"awual, md. rabiul",Mechanical Engineering Department,73,2018,0
13398,A variant of password authenticated key exchange protocol,"alelaiwi, abdulhameed",Software Engineering Department,7,2018,0
13399,Universal and secure object ownership transfer protocol for the Internet of Things,"alelaiwi, abdulhameed",Software Engineering Department,17,2018,0
13400,Enhanced fluorescence polarization of fluorescent polycarbonate/zirconia nanocomposites for second generation luminescent solar concentrators,"el-bashir, s. m.",Physics & Astronomy Department,6,2018,0
13401,Relay Selection in Distributed Orthogonal Space-Time Block Coded Networks,"al-qahtani, dokhyl m.",Electrical Engineering Department,0,2018,0
13405,"Locality Aware Path ORAM: Implementation, Experimentation and Analytical Modeling","al-saleh, kholoud",Computer Science Department,2,2018,0
13406,"Double-Holey-Heterostructure Frameworks Enable Fast, Stable, and Simultaneous Ultrahigh Gravimetric, Areal, and Volumetric Lithium Storage","agboola, phillips o.",Mechanical Engineering Department,24,2018,1
13407,Systematic control of strain-induced perpendicular magnetic anisotropy in epitaxial europium and terbium iron garnet thin films,"aldosary, mohammed",Physics & Astronomy Department,7,2018,0
13411,Green biosynthesis of silver nanoparticles produced from marine Streptomyces sp. Al-Dhabi-89 and their potential applications against wound infection and drug resistant clinical pathogens,"al-dhabi, naif abdullah",Botany & Microbiology Department,31,2018,0
13414,Kinase Inhibitory Activities and Molecular Docking of a Novel Series of Anticancer Pyrazole Derivatives,"khalifa, nagy m.",Pharmaceutical Chemistry Department,8,2018,0
13415,"Non-Ionic Surfactants Antagonize Toxicity of Potential Phenolic Endocrine-Disrupting Chemicals, Including Triclosan in Caenorhabditis elegans","alfhili, mohammad a.",Clinical Lab Science Department,2,2018,0
13416,Greening the Solid-Phase Peptide Synthesis Process. 2-MeTHF for the Incorporation of the First Amino Acid and Precipitation of Peptides after Global Deprotection,"el-faham, ayman",Chemistry Department,18,2018,0
13419,Borassus flabellifer biomass lignin: Isolation and characterization of its antioxidant and cytotoxic properties,"athinarayanan, jegan",Food Science & Nutrition Department,4,2018,0
13420,"Spatial distribution and ecological risk assessment of the coastal surface sediments from the Red Sea, northwest Saudi Arabia","kahal, ali y.",Geology & Geophysics Department,6,2018,0
13422,"Essential Oil Composition, Antioxidant and Allelopathic Activities of Cleome droserifolia (Forssk.) Delile","abd el-gawad, ahmed m.",Plant Production Department,7,2018,0
